Date,Hours,PC
06-02-2013,07 - 08,12189
06-02-2013,08 - 09,12136
06-02-2013,09 - 10,12099
06-02-2013,10 - 11,12082
06-02-2013,11 - 12,12040
06-02-2013,12 - 13,11932
06-02-2013,13 - 14,11881
06-02-2013,14 - 15,11826
06-02-2013,15 - 16,11862
06-02-2013,16 - 17,12314
06-02-2013,17 - 18,12377
06-02-2013,18 - 19,12447
06-02-2013,19 - 20,12152
06-02-2013,20 - 21,11593
06-02-2013,21 - 22,11700
06-02-2013,22 - 23,11407
06-02-2013,23 - 00,10840
07-02-2013,00 - 01,10465
07-02-2013,01 - 02,10264
07-02-2013,02 - 03,10262
07-02-2013,03 - 04,10352
07-02-2013,04 - 05,10732
07-02-2013,05 - 06,11789
07-02-2013,06 - 07,12377
07-02-2013,07 - 08,12378
07-02-2013,08 - 09,12332
07-02-2013,09 - 10,12295
07-02-2013,10 - 11,12117
07-02-2013,11 - 12,12029
07-02-2013,12 - 13,11862
07-02-2013,13 - 14,11836
07-02-2013,14 - 15,11818
07-02-2013,15 - 16,11776
07-02-2013,16 - 17,12231
07-02-2013,17 - 18,12265
07-02-2013,18 - 19,12304
07-02-2013,19 - 20,12149
07-02-2013,20 - 21,11606
07-02-2013,21 - 22,11635
07-02-2013,22 - 23,11419
07-02-2013,23 - 00,10963
08-02-2013,00 - 01,10648
08-02-2013,01 - 02,10370
08-02-2013,02 - 03,10331
08-02-2013,03 - 04,10430
08-02-2013,04 - 05,10862
08-02-2013,05 - 06,11912
08-02-2013,06 - 07,12520
08-02-2013,07 - 08,12562
08-02-2013,08 - 09,12510
08-02-2013,09 - 10,12455
08-02-2013,10 - 11,12436
08-02-2013,11 - 12,12351
08-02-2013,12 - 13,12187
08-02-2013,13 - 14,12015
08-02-2013,14 - 15,11966
08-02-2013,15 - 16,11928
08-02-2013,16 - 17,12444
08-02-2013,17 - 18,12494
08-02-2013,18 - 19,12439
08-02-2013,19 - 20,12154
08-02-2013,20 - 21,11644
08-02-2013,21 - 22,11762
08-02-2013,22 - 23,11497
08-02-2013,23 - 00,10936
09-02-2013,00 - 01,10455
09-02-2013,01 - 02,10139
09-02-2013,02 - 03,10094
09-02-2013,03 - 04,10071
09-02-2013,04 - 05,10195
09-02-2013,05 - 06,10423
09-02-2013,06 - 07,10458
09-02-2013,07 - 08,10649
09-02-2013,08 - 09,10826
09-02-2013,09 - 10,10955
09-02-2013,10 - 11,10965
09-02-2013,11 - 12,10964
09-02-2013,12 - 13,10907
09-02-2013,13 - 14,10820
09-02-2013,14 - 15,10841
09-02-2013,15 - 16,11056
09-02-2013,16 - 17,11718
09-02-2013,17 - 18,12019
09-02-2013,18 - 19,11853
09-02-2013,19 - 20,11385
09-02-2013,20 - 21,11035
09-02-2013,21 - 22,11246
09-02-2013,22 - 23,10987
09-02-2013,23 - 00,10547
10-02-2013,00 - 01,10168
10-02-2013,01 - 02,9853
10-02-2013,02 - 03,9714
10-02-2013,03 - 04,9659
10-02-2013,04 - 05,9687
10-02-2013,05 - 06,9845
10-02-2013,06 - 07,9777
10-02-2013,07 - 08,9806
10-02-2013,08 - 09,9891
10-02-2013,09 - 10,10114
10-02-2013,10 - 11,10247
10-02-2013,11 - 12,10295
10-02-2013,12 - 13,10168
10-02-2013,13 - 14,10174
10-02-2013,14 - 15,10214
10-02-2013,15 - 16,10321
10-02-2013,16 - 17,10908
10-02-2013,17 - 18,11059
10-02-2013,18 - 19,11042
10-02-2013,19 - 20,10860
10-02-2013,20 - 21,10487
10-02-2013,21 - 22,10752
10-02-2013,22 - 23,10515
10-02-2013,23 - 00,10118
11-02-2013,00 - 01,9835
11-02-2013,01 - 02,9582
11-02-2013,02 - 03,9467
11-02-2013,03 - 04,9545
11-02-2013,04 - 05,9934
11-02-2013,05 - 06,11027
11-02-2013,06 - 07,11628
11-02-2013,07 - 08,11618
11-02-2013,08 - 09,11683
11-02-2013,09 - 10,11682
11-02-2013,10 - 11,11608
11-02-2013,11 - 12,11579
11-02-2013,12 - 13,11476
11-02-2013,13 - 14,11288
11-02-2013,14 - 15,11158
11-02-2013,15 - 16,11167
11-02-2013,16 - 17,11568
11-02-2013,17 - 18,11720
11-02-2013,18 - 19,11697
11-02-2013,19 - 20,11444
11-02-2013,20 - 21,10974
11-02-2013,21 - 22,11029
11-02-2013,22 - 23,10744
11-02-2013,23 - 00,10280
12-02-2013,00 - 01,9948
12-02-2013,01 - 02,9759
12-02-2013,02 - 03,9675
12-02-2013,03 - 04,9754
12-02-2013,04 - 05,10198
12-02-2013,05 - 06,11182
12-02-2013,06 - 07,11762
12-02-2013,07 - 08,11691
12-02-2013,08 - 09,11641
12-02-2013,09 - 10,11650
12-02-2013,10 - 11,11553
12-02-2013,11 - 12,11552
12-02-2013,12 - 13,11473
12-02-2013,13 - 14,11420
12-02-2013,14 - 15,11330
12-02-2013,15 - 16,11290
12-02-2013,16 - 17,11637
12-02-2013,17 - 18,11839
12-02-2013,18 - 19,11805
12-02-2013,19 - 20,11616
12-02-2013,20 - 21,11035
12-02-2013,21 - 22,11123
12-02-2013,22 - 23,10780
12-02-2013,23 - 00,10239
13-02-2013,00 - 01,9919
13-02-2013,01 - 02,9694
13-02-2013,02 - 03,9592
13-02-2013,03 - 04,9579
13-02-2013,04 - 05,9926
13-02-2013,05 - 06,10995
13-02-2013,06 - 07,11510
13-02-2013,07 - 08,11360
13-02-2013,08 - 09,11305
13-02-2013,09 - 10,11358
13-02-2013,10 - 11,11371
13-02-2013,11 - 12,11314
13-02-2013,12 - 13,11167
13-02-2013,13 - 14,11137
13-02-2013,14 - 15,11086
13-02-2013,15 - 16,11086
13-02-2013,16 - 17,11535
13-02-2013,17 - 18,11645
13-02-2013,18 - 19,11710
13-02-2013,19 - 20,11524
13-02-2013,20 - 21,10803
13-02-2013,21 - 22,10815
13-02-2013,22 - 23,10451
13-02-2013,23 - 00,9977
14-02-2013,00 - 01,9614
14-02-2013,01 - 02,9378
14-02-2013,02 - 03,9267
14-02-2013,03 - 04,9379
14-02-2013,04 - 05,9768
14-02-2013,05 - 06,10725
14-02-2013,06 - 07,11360
14-02-2013,07 - 08,11293
14-02-2013,08 - 09,11328
14-02-2013,09 - 10,11322
14-02-2013,10 - 11,11326
14-02-2013,11 - 12,11316
14-02-2013,12 - 13,11247
14-02-2013,13 - 14,11187
14-02-2013,14 - 15,11103
14-02-2013,15 - 16,11104
14-02-2013,16 - 17,11459
14-02-2013,17 - 18,11577
14-02-2013,18 - 19,11530
14-02-2013,19 - 20,11424
14-02-2013,20 - 21,10932
14-02-2013,21 - 22,11003
14-02-2013,22 - 23,10697
14-02-2013,23 - 00,10141
15-02-2013,00 - 01,9787
15-02-2013,01 - 02,9564
15-02-2013,02 - 03,9467
15-02-2013,03 - 04,9603
15-02-2013,04 - 05,10000
15-02-2013,05 - 06,11037
15-02-2013,06 - 07,11565
15-02-2013,07 - 08,11541
15-02-2013,08 - 09,11544
15-02-2013,09 - 10,11511
15-02-2013,10 - 11,11497
15-02-2013,11 - 12,11418
15-02-2013,12 - 13,11317
15-02-2013,13 - 14,11212
15-02-2013,14 - 15,11190
15-02-2013,15 - 16,11138
15-02-2013,16 - 17,11557
15-02-2013,17 - 18,11852
15-02-2013,18 - 19,11840
15-02-2013,19 - 20,11522
15-02-2013,20 - 21,11034
15-02-2013,21 - 22,11140
15-02-2013,22 - 23,10764
15-02-2013,23 - 00,10180
16-02-2013,00 - 01,9677
16-02-2013,01 - 02,9464
16-02-2013,02 - 03,9363
16-02-2013,03 - 04,9322
16-02-2013,04 - 05,9411
16-02-2013,05 - 06,9736
16-02-2013,06 - 07,9763
16-02-2013,07 - 08,9869
16-02-2013,08 - 09,10104
16-02-2013,09 - 10,10231
16-02-2013,10 - 11,10282
16-02-2013,11 - 12,10242
16-02-2013,12 - 13,10180
16-02-2013,13 - 14,10134
16-02-2013,14 - 15,10156
16-02-2013,15 - 16,10329
16-02-2013,16 - 17,11003
16-02-2013,17 - 18,11377
16-02-2013,18 - 19,11184
16-02-2013,19 - 20,10695
16-02-2013,20 - 21,10436
16-02-2013,21 - 22,10650
16-02-2013,22 - 23,10429
16-02-2013,23 - 00,10004
17-02-2013,00 - 01,9600
17-02-2013,01 - 02,9284
17-02-2013,02 - 03,9154
17-02-2013,03 - 04,9122
17-02-2013,04 - 05,9171
17-02-2013,05 - 06,9353
17-02-2013,06 - 07,9349
17-02-2013,07 - 08,9270
17-02-2013,08 - 09,9601
17-02-2013,09 - 10,9823
17-02-2013,10 - 11,9987
17-02-2013,11 - 12,10008
17-02-2013,12 - 13,9968
17-02-2013,13 - 14,9893
17-02-2013,14 - 15,9899
17-02-2013,15 - 16,10003
17-02-2013,16 - 17,10514
17-02-2013,17 - 18,10917
17-02-2013,18 - 19,10916
17-02-2013,19 - 20,10693
17-02-2013,20 - 21,10359
17-02-2013,21 - 22,10708
17-02-2013,22 - 23,10476
17-02-2013,23 - 00,10057
18-02-2013,00 - 01,9642
18-02-2013,01 - 02,9475
18-02-2013,02 - 03,9417
18-02-2013,03 - 04,9492
18-02-2013,04 - 05,9885
18-02-2013,05 - 06,10894
18-02-2013,06 - 07,11282
18-02-2013,07 - 08,11352
18-02-2013,08 - 09,11452
18-02-2013,09 - 10,11411
18-02-2013,10 - 11,11314
18-02-2013,11 - 12,11207
18-02-2013,12 - 13,11224
18-02-2013,13 - 14,11090
18-02-2013,14 - 15,10994
18-02-2013,15 - 16,10882
18-02-2013,16 - 17,11185
18-02-2013,17 - 18,11468
18-02-2013,18 - 19,11469
18-02-2013,19 - 20,11260
18-02-2013,20 - 21,10779
18-02-2013,21 - 22,10931
18-02-2013,22 - 23,10643
18-02-2013,23 - 00,10107
19-02-2013,00 - 01,9721
19-02-2013,01 - 02,9516
19-02-2013,02 - 03,9441
19-02-2013,03 - 04,9525
19-02-2013,04 - 05,9881
19-02-2013,05 - 06,10883
19-02-2013,06 - 07,11260
19-02-2013,07 - 08,11282
19-02-2013,08 - 09,11350
19-02-2013,09 - 10,11424
19-02-2013,10 - 11,11389
19-02-2013,11 - 12,11298
19-02-2013,12 - 13,11187
19-02-2013,13 - 14,11229
19-02-2013,14 - 15,11164
19-02-2013,15 - 16,11035
19-02-2013,16 - 17,11249
19-02-2013,17 - 18,11684
19-02-2013,18 - 19,11772
19-02-2013,19 - 20,11542
19-02-2013,20 - 21,11003
19-02-2013,21 - 22,11148
19-02-2013,22 - 23,10859
19-02-2013,23 - 00,10397
20-02-2013,00 - 01,10042
20-02-2013,01 - 02,9823
20-02-2013,02 - 03,9719
20-02-2013,03 - 04,9780
20-02-2013,04 - 05,10211
20-02-2013,05 - 06,11195
20-02-2013,06 - 07,11633
20-02-2013,07 - 08,11718
20-02-2013,08 - 09,11750
20-02-2013,09 - 10,11754
20-02-2013,10 - 11,11628
20-02-2013,11 - 12,11517
20-02-2013,12 - 13,11403
20-02-2013,13 - 14,11164
20-02-2013,14 - 15,11142
20-02-2013,15 - 16,11080
20-02-2013,16 - 17,11321
20-02-2013,17 - 18,11915
20-02-2013,18 - 19,12048
20-02-2013,19 - 20,11856
20-02-2013,20 - 21,11301
20-02-2013,21 - 22,11440
20-02-2013,22 - 23,11175
20-02-2013,23 - 00,10687
21-02-2013,00 - 01,10393
21-02-2013,01 - 02,10221
21-02-2013,02 - 03,10226
21-02-2013,03 - 04,10328
21-02-2013,04 - 05,10685
21-02-2013,05 - 06,11676
21-02-2013,06 - 07,12018
21-02-2013,07 - 08,12044
21-02-2013,08 - 09,12081
21-02-2013,09 - 10,12043
21-02-2013,10 - 11,12018
21-02-2013,11 - 12,11854
21-02-2013,12 - 13,11724
21-02-2013,13 - 14,11587
21-02-2013,14 - 15,11494
21-02-2013,15 - 16,11439
21-02-2013,16 - 17,11656
21-02-2013,17 - 18,12072
21-02-2013,18 - 19,12126
21-02-2013,19 - 20,11924
21-02-2013,20 - 21,11390
21-02-2013,21 - 22,11448
21-02-2013,22 - 23,11234
21-02-2013,23 - 00,10724
22-02-2013,00 - 01,10430
22-02-2013,01 - 02,10269
22-02-2013,02 - 03,10242
22-02-2013,03 - 04,10237
22-02-2013,04 - 05,10616
22-02-2013,05 - 06,11424
22-02-2013,06 - 07,11794
22-02-2013,07 - 08,11885
22-02-2013,08 - 09,11959
22-02-2013,09 - 10,11925
22-02-2013,10 - 11,11823
22-02-2013,11 - 12,11641
22-02-2013,12 - 13,11469
22-02-2013,13 - 14,11357
22-02-2013,14 - 15,11294
22-02-2013,15 - 16,11249
22-02-2013,16 - 17,11449
22-02-2013,17 - 18,11890
22-02-2013,18 - 19,11847
22-02-2013,19 - 20,11589
22-02-2013,20 - 21,11152
22-02-2013,21 - 22,11242
22-02-2013,22 - 23,10939
22-02-2013,23 - 00,10456
23-02-2013,00 - 01,10046
23-02-2013,01 - 02,9793
23-02-2013,02 - 03,9718
23-02-2013,03 - 04,9726
23-02-2013,04 - 05,9825
23-02-2013,05 - 06,10138
23-02-2013,06 - 07,10017
23-02-2013,07 - 08,10145
23-02-2013,08 - 09,10362
23-02-2013,09 - 10,10432
23-02-2013,10 - 11,10462
23-02-2013,11 - 12,10419
23-02-2013,12 - 13,10352
23-02-2013,13 - 14,10310
23-02-2013,14 - 15,10370
23-02-2013,15 - 16,10502
23-02-2013,16 - 17,10939
23-02-2013,17 - 18,11523
23-02-2013,18 - 19,11378
23-02-2013,19 - 20,10879
23-02-2013,20 - 21,10566
23-02-2013,21 - 22,10840
23-02-2013,22 - 23,10582
23-02-2013,23 - 00,10188
24-02-2013,00 - 01,9753
24-02-2013,01 - 02,9492
24-02-2013,02 - 03,9340
24-02-2013,03 - 04,9326
24-02-2013,04 - 05,9329
24-02-2013,05 - 06,9476
24-02-2013,06 - 07,9308
24-02-2013,07 - 08,9429
24-02-2013,08 - 09,9692
24-02-2013,09 - 10,9807
24-02-2013,10 - 11,9961
24-02-2013,11 - 12,9919
24-02-2013,12 - 13,9820
24-02-2013,13 - 14,9723
24-02-2013,14 - 15,9700
24-02-2013,15 - 16,9788
24-02-2013,16 - 17,10097
24-02-2013,17 - 18,10706
24-02-2013,18 - 19,10817
24-02-2013,19 - 20,10611
24-02-2013,20 - 21,10304
24-02-2013,21 - 22,10572
24-02-2013,22 - 23,10407
24-02-2013,23 - 00,10064
25-02-2013,00 - 01,9696
25-02-2013,01 - 02,9481
25-02-2013,02 - 03,9477
25-02-2013,03 - 04,9593
25-02-2013,04 - 05,10050
25-02-2013,05 - 06,11013
25-02-2013,06 - 07,11298
25-02-2013,07 - 08,11504
25-02-2013,08 - 09,11541
25-02-2013,09 - 10,11406
25-02-2013,10 - 11,11238
25-02-2013,11 - 12,11074
25-02-2013,12 - 13,10950
25-02-2013,13 - 14,10772
25-02-2013,14 - 15,10644
25-02-2013,15 - 16,10504
25-02-2013,16 - 17,10628
25-02-2013,17 - 18,11193
25-02-2013,18 - 19,11325
25-02-2013,19 - 20,11104
25-02-2013,20 - 21,10648
25-02-2013,21 - 22,10775
25-02-2013,22 - 23,10469
25-02-2013,23 - 00,10091
26-02-2013,00 - 01,9740
26-02-2013,01 - 02,9426
26-02-2013,02 - 03,9358
26-02-2013,03 - 04,9438
26-02-2013,04 - 05,9817
26-02-2013,05 - 06,10738
26-02-2013,06 - 07,10973
26-02-2013,07 - 08,11068
26-02-2013,08 - 09,11121
26-02-2013,09 - 10,11029
26-02-2013,10 - 11,10921
26-02-2013,11 - 12,10881
26-02-2013,12 - 13,10727
26-02-2013,13 - 14,10619
26-02-2013,14 - 15,10635
26-02-2013,15 - 16,10546
26-02-2013,16 - 17,10729
26-02-2013,17 - 18,11259
26-02-2013,18 - 19,11311
26-02-2013,19 - 20,11079
26-02-2013,20 - 21,10614
26-02-2013,21 - 22,10684
26-02-2013,22 - 23,10448
26-02-2013,23 - 00,9858
27-02-2013,00 - 01,9499
27-02-2013,01 - 02,9354
27-02-2013,02 - 03,9241
27-02-2013,03 - 04,9324
27-02-2013,04 - 05,9703
27-02-2013,05 - 06,10642
27-02-2013,06 - 07,10861
27-02-2013,07 - 08,10967
27-02-2013,08 - 09,10992
27-02-2013,09 - 10,10914
27-02-2013,10 - 11,10814
27-02-2013,11 - 12,10709
27-02-2013,12 - 13,10515
27-02-2013,13 - 14,10424
27-02-2013,14 - 15,10371
27-02-2013,15 - 16,10293
27-02-2013,16 - 17,10400
27-02-2013,17 - 18,11065
27-02-2013,18 - 19,11208
27-02-2013,19 - 20,10970
27-02-2013,20 - 21,10459
27-02-2013,21 - 22,10590
27-02-2013,22 - 23,10255
27-02-2013,23 - 00,9733
28-02-2013,00 - 01,9384
28-02-2013,01 - 02,9111
28-02-2013,02 - 03,9064
28-02-2013,03 - 04,9095
28-02-2013,04 - 05,9444
28-02-2013,05 - 06,10404
28-02-2013,06 - 07,10534
28-02-2013,07 - 08,10741
28-02-2013,08 - 09,10722
28-02-2013,09 - 10,10636
28-02-2013,10 - 11,10594
28-02-2013,11 - 12,10585
28-02-2013,12 - 13,10627
28-02-2013,13 - 14,10551
28-02-2013,14 - 15,10495
28-02-2013,15 - 16,10398
28-02-2013,16 - 17,10518
28-02-2013,17 - 18,11015
28-02-2013,18 - 19,11182
28-02-2013,19 - 20,11031
28-02-2013,20 - 21,10577
28-02-2013,21 - 22,10680
28-02-2013,22 - 23,10387
28-02-2013,23 - 00,9884
01-03-2013,00 - 01,9498
01-03-2013,01 - 02,9226
01-03-2013,02 - 03,9170
01-03-2013,03 - 04,9190
01-03-2013,04 - 05,9627
01-03-2013,05 - 06,10608
01-03-2013,06 - 07,10779
01-03-2013,07 - 08,10961
01-03-2013,08 - 09,11026
01-03-2013,09 - 10,11071
01-03-2013,10 - 11,11033
01-03-2013,11 - 12,10953
01-03-2013,12 - 13,10831
01-03-2013,13 - 14,10801
01-03-2013,14 - 15,10799
01-03-2013,15 - 16,10874
01-03-2013,16 - 17,11084
01-03-2013,17 - 18,11675
01-03-2013,18 - 19,11928
01-03-2013,19 - 20,11671
01-03-2013,20 - 21,11167
01-03-2013,21 - 22,11432
01-03-2013,22 - 23,11255
01-03-2013,23 - 00,10848
02-03-2013,00 - 01,10501
02-03-2013,01 - 02,10334
02-03-2013,02 - 03,10372
02-03-2013,03 - 04,10409
02-03-2013,04 - 05,10566
02-03-2013,05 - 06,10963
02-03-2013,06 - 07,10771
02-03-2013,07 - 08,11103
02-03-2013,08 - 09,11290
02-03-2013,09 - 10,11274
02-03-2013,10 - 11,11164
02-03-2013,11 - 12,10953
02-03-2013,12 - 13,10867
02-03-2013,13 - 14,10778
02-03-2013,14 - 15,10895
02-03-2013,15 - 16,11054
02-03-2013,16 - 17,11382
02-03-2013,17 - 18,12005
02-03-2013,18 - 19,12047
02-03-2013,19 - 20,11635
02-03-2013,20 - 21,11241
02-03-2013,21 - 22,11465
02-03-2013,22 - 23,11299
02-03-2013,23 - 00,10900
03-03-2013,00 - 01,10486
03-03-2013,01 - 02,10244
03-03-2013,02 - 03,10157
03-03-2013,03 - 04,10153
03-03-2013,04 - 05,10241
03-03-2013,05 - 06,10372
03-03-2013,06 - 07,10065
03-03-2013,07 - 08,10333
03-03-2013,08 - 09,10546
03-03-2013,09 - 10,10671
03-03-2013,10 - 11,10718
03-03-2013,11 - 12,10604
03-03-2013,12 - 13,10431
03-03-2013,13 - 14,10329
03-03-2013,14 - 15,10333
03-03-2013,15 - 16,10426
03-03-2013,16 - 17,10672
03-03-2013,17 - 18,11402
03-03-2013,18 - 19,11731
03-03-2013,19 - 20,11638
03-03-2013,20 - 21,11313
03-03-2013,21 - 22,11638
03-03-2013,22 - 23,11502
03-03-2013,23 - 00,11243
04-03-2013,00 - 01,11026
04-03-2013,01 - 02,10886
04-03-2013,02 - 03,10871
04-03-2013,03 - 04,10973
04-03-2013,04 - 05,11379
04-03-2013,05 - 06,12341
04-03-2013,06 - 07,12512
04-03-2013,07 - 08,12811
04-03-2013,08 - 09,12861
04-03-2013,09 - 10,12750
04-03-2013,10 - 11,12588
04-03-2013,11 - 12,12447
04-03-2013,12 - 13,12307
04-03-2013,13 - 14,12230
04-03-2013,14 - 15,12117
04-03-2013,15 - 16,11955
04-03-2013,16 - 17,12004
04-03-2013,17 - 18,12460
04-03-2013,18 - 19,12528
04-03-2013,19 - 20,12351
04-03-2013,20 - 21,11826
04-03-2013,21 - 22,11952
04-03-2013,22 - 23,11666
04-03-2013,23 - 00,11181
05-03-2013,00 - 01,10816
05-03-2013,01 - 02,10647
05-03-2013,02 - 03,10498
05-03-2013,03 - 04,10556
05-03-2013,04 - 05,10940
05-03-2013,05 - 06,11815
05-03-2013,06 - 07,11953
05-03-2013,07 - 08,12114
05-03-2013,08 - 09,12103
05-03-2013,09 - 10,12018
05-03-2013,10 - 11,11984
05-03-2013,11 - 12,11764
05-03-2013,12 - 13,11606
05-03-2013,13 - 14,11534
05-03-2013,14 - 15,11436
05-03-2013,15 - 16,11312
05-03-2013,16 - 17,11379
05-03-2013,17 - 18,11820
05-03-2013,18 - 19,11956
05-03-2013,19 - 20,11824
05-03-2013,20 - 21,11269
05-03-2013,21 - 22,11334
05-03-2013,22 - 23,11018
05-03-2013,23 - 00,10404
06-03-2013,00 - 01,10049
06-03-2013,01 - 02,9816
06-03-2013,02 - 03,9707
06-03-2013,03 - 04,9662
06-03-2013,04 - 05,10042
06-03-2013,05 - 06,10925
06-03-2013,06 - 07,11070
06-03-2013,07 - 08,11330
06-03-2013,08 - 09,11404
06-03-2013,09 - 10,11349
06-03-2013,10 - 11,11182
06-03-2013,11 - 12,10894
06-03-2013,12 - 13,10823
06-03-2013,13 - 14,10767
06-03-2013,14 - 15,10730
06-03-2013,15 - 16,10675
06-03-2013,16 - 17,10776
06-03-2013,17 - 18,11324
06-03-2013,18 - 19,11734
06-03-2013,19 - 20,11653
06-03-2013,20 - 21,11165
06-03-2013,21 - 22,11318
06-03-2013,22 - 23,10987
06-03-2013,23 - 00,10621
07-03-2013,00 - 01,10270
07-03-2013,01 - 02,10160
07-03-2013,02 - 03,10023
07-03-2013,03 - 04,10087
07-03-2013,04 - 05,10493
07-03-2013,05 - 06,11403
07-03-2013,06 - 07,11534
07-03-2013,07 - 08,11689
07-03-2013,08 - 09,11739
07-03-2013,09 - 10,11605
07-03-2013,10 - 11,11462
07-03-2013,11 - 12,11287
07-03-2013,12 - 13,11213
07-03-2013,13 - 14,11168
07-03-2013,14 - 15,11078
07-03-2013,15 - 16,10985
07-03-2013,16 - 17,11120
07-03-2013,17 - 18,11606
07-03-2013,18 - 19,12019
07-03-2013,19 - 20,11946
07-03-2013,20 - 21,11527
07-03-2013,21 - 22,11738
07-03-2013,22 - 23,11428
07-03-2013,23 - 00,11009
08-03-2013,00 - 01,10848
08-03-2013,01 - 02,10670
08-03-2013,02 - 03,10640
08-03-2013,03 - 04,10803
08-03-2013,04 - 05,11248
08-03-2013,05 - 06,12200
08-03-2013,06 - 07,12286
08-03-2013,07 - 08,12452
08-03-2013,08 - 09,12361
08-03-2013,09 - 10,12090
08-03-2013,10 - 11,11999
08-03-2013,11 - 12,11834
08-03-2013,12 - 13,11624
08-03-2013,13 - 14,11579
08-03-2013,14 - 15,11488
08-03-2013,15 - 16,11409
08-03-2013,16 - 17,11531
08-03-2013,17 - 18,11984
08-03-2013,18 - 19,12317
08-03-2013,19 - 20,12148
08-03-2013,20 - 21,11658
08-03-2013,21 - 22,11792
08-03-2013,22 - 23,11518
08-03-2013,23 - 00,11089
09-03-2013,00 - 01,10743
09-03-2013,01 - 02,10582
09-03-2013,02 - 03,10533
09-03-2013,03 - 04,10627
09-03-2013,04 - 05,10798
09-03-2013,05 - 06,11014
09-03-2013,06 - 07,10846
09-03-2013,07 - 08,11137
09-03-2013,08 - 09,11238
09-03-2013,09 - 10,11158
09-03-2013,10 - 11,10965
09-03-2013,11 - 12,10809
09-03-2013,12 - 13,10626
09-03-2013,13 - 14,10535
09-03-2013,14 - 15,10605
09-03-2013,15 - 16,10747
09-03-2013,16 - 17,11054
09-03-2013,17 - 18,11722
09-03-2013,18 - 19,12135
09-03-2013,19 - 20,11810
09-03-2013,20 - 21,11472
09-03-2013,21 - 22,11789
09-03-2013,22 - 23,11737
09-03-2013,23 - 00,11409
10-03-2013,00 - 01,11110
10-03-2013,01 - 02,10914
10-03-2013,02 - 03,10880
10-03-2013,03 - 04,10893
10-03-2013,04 - 05,11041
10-03-2013,05 - 06,11100
10-03-2013,06 - 07,10786
10-03-2013,07 - 08,11026
10-03-2013,08 - 09,11099
10-03-2013,09 - 10,11060
10-03-2013,10 - 11,11001
10-03-2013,11 - 12,10822
10-03-2013,12 - 13,10594
10-03-2013,13 - 14,10481
10-03-2013,14 - 15,10491
10-03-2013,15 - 16,10520
10-03-2013,16 - 17,10715
10-03-2013,17 - 18,11153
10-03-2013,18 - 19,11687
10-03-2013,19 - 20,11522
10-03-2013,20 - 21,11141
10-03-2013,21 - 22,11450
10-03-2013,22 - 23,11366
10-03-2013,23 - 00,11023
11-03-2013,00 - 01,10792
11-03-2013,01 - 02,10516
11-03-2013,02 - 03,10605
11-03-2013,03 - 04,10747
11-03-2013,04 - 05,11216
11-03-2013,05 - 06,12095
11-03-2013,06 - 07,12341
11-03-2013,07 - 08,12567
11-03-2013,08 - 09,12492
11-03-2013,09 - 10,12374
11-03-2013,10 - 11,12131
11-03-2013,11 - 12,12029
11-03-2013,12 - 13,11782
11-03-2013,13 - 14,11647
11-03-2013,14 - 15,11420
11-03-2013,15 - 16,11353
11-03-2013,16 - 17,11384
11-03-2013,17 - 18,11684
11-03-2013,18 - 19,12220
11-03-2013,19 - 20,12112
11-03-2013,20 - 21,11757
11-03-2013,21 - 22,11942
11-03-2013,22 - 23,11740
11-03-2013,23 - 00,11302
12-03-2013,00 - 01,10969
12-03-2013,01 - 02,10788
12-03-2013,02 - 03,10733
12-03-2013,03 - 04,10823
12-03-2013,04 - 05,11262
12-03-2013,05 - 06,12074
12-03-2013,06 - 07,12252
12-03-2013,07 - 08,12388
12-03-2013,08 - 09,12352
12-03-2013,09 - 10,12144
12-03-2013,10 - 11,11967
12-03-2013,11 - 12,11820
12-03-2013,12 - 13,11736
12-03-2013,13 - 14,11549
12-03-2013,14 - 15,11458
12-03-2013,15 - 16,11304
12-03-2013,16 - 17,11346
12-03-2013,17 - 18,11677
12-03-2013,18 - 19,12149
12-03-2013,19 - 20,12073
12-03-2013,20 - 21,11559
12-03-2013,21 - 22,11665
12-03-2013,22 - 23,11401
12-03-2013,23 - 00,10881
13-03-2013,00 - 01,10562
13-03-2013,01 - 02,10329
13-03-2013,02 - 03,10282
13-03-2013,03 - 04,10357
13-03-2013,04 - 05,10811
13-03-2013,05 - 06,11551
13-03-2013,06 - 07,11793
13-03-2013,07 - 08,11912
13-03-2013,08 - 09,11921
13-03-2013,09 - 10,11807
13-03-2013,10 - 11,11703
13-03-2013,11 - 12,11578
13-03-2013,12 - 13,11367
13-03-2013,13 - 14,11305
13-03-2013,14 - 15,11208
13-03-2013,15 - 16,11159
13-03-2013,16 - 17,11272
13-03-2013,17 - 18,11746
13-03-2013,18 - 19,12339
13-03-2013,19 - 20,12265
13-03-2013,20 - 21,11834
13-03-2013,21 - 22,11979
13-03-2013,22 - 23,11745
13-03-2013,23 - 00,11387
14-03-2013,00 - 01,11143
14-03-2013,01 - 02,11048
14-03-2013,02 - 03,11044
14-03-2013,03 - 04,11138
14-03-2013,04 - 05,11595
14-03-2013,05 - 06,12386
14-03-2013,06 - 07,12500
14-03-2013,07 - 08,12577
14-03-2013,08 - 09,12512
14-03-2013,09 - 10,12317
14-03-2013,10 - 11,12140
